,Q,A,label
15154,세상에 혼자 남은 것 같은 우울한 기분을 없애려면 어떻게 하면 좋을까요?,나도 뭔가 새로운 것을 배우거나 시도하면 좋을것 같아.,1
15155,주변에 물어볼 사람이 있을까요?,인사처에 전화해서 이유라도 알아야겠어.,1
15156,경제적인 문제로 힘드시군요. 그래서 지금의 연애를 어떻게 할 생각이세요?,헤어지고 싶지 않은데 너무 힘들어.,1
15157,그 친구가 왜 그랬는지 궁금하시겠어요.,그래도 제일 친한 친구인데 얘기를 좀 해 볼까?,1
15158,친구와 대화를 통해 좋은 해결책을 찾을 수 있길 바라요.,알았어. 우선 친구한테 연락해 봐야겠다.,1
15159,여자친구에게 그 이유를 물어보셨나요?,서로 성격이 너무 다르대.,1
15160,이 상황에서 할 수 있는 것은 어떤 것이 있을까요?,일단 다른 친구들을 사귀어볼래.,1
15161,어떻게 하면 고민이 해결될까요?,월세라도 얻어서 신혼 시작하는 게 어떻겠냐고 사돈한테 얘기해볼 거야.,1
15162,위암과 대장암을 동시에 고칠 수 있는 약이 있을까요?,아직까지 그런 약은 없는 것 같아서 슬프네.,1
15163,속상하셨군요. 그래도 잘하는 걸 찾으면 되지 않을까요?,내가 자신 있게 잘할 수 있는 걸 찾으면 기분이 조금 나아질 것 같다. 고마워.,1
15164,진급할수록 더욱 경쟁이 심해져서 더욱더 외로워지신 것 같아요.,맞아. 어디 가서 말도 못 하니까 더 힘들어.,1
15165,아이를 키우면 더 힘들거라 생각하셔서 임신을 꼭 해야하나 라는 방어적인 태도를 가지게 되신 거군요.,맞아. 세상 살기 힘드니까 아이를 낳아도 더 잘해줄 수 있을지도 의문이고.,1
15166,남편이 나를 여자로 보지 않아 속상하시군요.,그래서 내 마음이 낙담이 돼서 슬퍼.,1
15167,그 분노감에서 벗어나려면 무엇을 하면 좋을까요?,함께 은퇴한 친구들을 만나 술 한 잔 해야겠어.,1
15168,기대한만큼 좋은 결과가 나오지 않아 많이 실망하셨겠어요.,관리하는게 소용이 있나 싶어. 계속 할 의욕이 안 생겨.,1
15169,주변 사람들에게 죽음에 대해 함께 나눠보는 건 어떨까요?,자식들에게 죽음에 대해 이야기하면서 마음도 비워보려고.,1
15170,자식이 소용없는 것 같아 슬프시군요. 슬픈 감정을 해소할 방법이 있을까요?,자식들에게 보고 싶다고 연락을 다시 해 볼 참이야.,1
15171,남편분과 힘든 생활을 하고 계셨군요. 남편분과 관계 개선을 위해 무엇이 필요할까요?,대화가 필요하지. 그런데 언젠가부터 말하기가 꺼려져.,1
15172,그 억울함을 풀려면 어떤 방법이 있을까요?,회사에 다시 차근차근 말을 해서 복구시켜야겠어.,1
15173,지금 그만두시면 후회가 클 것 같아요.,기분전환을 위해 취미를 가져볼까 해.,1
15174,지금의 상황을 개선하기 위해서 할 수 있는 것이 있을까요?,어디에 도움을 요청해야 할지 막막해. 뭔가를 생각할 여유가 없어.,1
15175,어떻게 하면 친구와 화해할 수 있을까요?,내가 먼저 전화해서 손을 내밀어 볼까 해.,1
15176,결혼생활이 행복하실 것 같다는 생각이 들어요.,나도 아내를 배려해주고 더 잘 해주도록 해야겠어.,1
15177,두 가지 수치가 안 좋아졌군요. 의사 선생님께선 뭐라고 하시던가요?,그렇게 걱정할 수치는 아니지만 꾸준히 운동하고 술을 줄여야 건강한 상태로 회복할 수 있데. 새겨들어야지.,1
15178,너무 속상하실 것 같아요. 이렇게 큰 피해를 어떻게 해결할 수 있을까요?,일단은 내 몸부터 챙기고 그 후에는 마을 사람들이랑 의논해봐야겠어.,1
15179,친구가 보고 싶어 더 슬프시군요. 어떻게 해야 지금 이 기분이 나아질 수 있을까요?,모르겠어. 한 숨 푹 자면 조금 나아질지도.,1
15180,눈물이 날 만큼  속상한 감정을 좀 달랠 방법이 있을까요?,속상한 일이 있을 땐 가족들이 큰 힘이 되어주는 것 같아. 가족들에게 털어놓고 위로받을래.,1
15181,아이를 낳으면 외로움이 줄어들 것 같아서 출산에 대해 고민하고 계시는군요.,그렇지만 정말로 아이를 낳는다고 외로움이 줄어들까 싶어. 이 외로움을 어떻게 극복하면 좋을까.,1
15182,나와 비교가 되서 속상하셨군요. 이 상황을 변화시킬 방법에는 무엇이 있을까요?,취업을 하게 되면 없어질 것 같으니 취업 준비나 해야겠어.,1
15183,어떻게 하면 지금 기분이 한결 나아질까요?,우리 딸 결혼해서 행복하고 예쁘게 사는 모습만 상상해야지.,1
15184,혼자 아이를 키우고 감당하느라 힘드셨겠어요.,남편은 승승장구하는데 나는 경력도 단절되고.,1
15185,왜 혼자라고 생각하시나요?,누구도 나와 함께하고자 하지 않아.,1
15186,이 일을 금방 잊고 잘 지내려면 어떻게 해야 할까요?,이미 일어난 일에 집착하지 않고 나에게 더 집중해야겠어. 연애가 인생의 전부는 아니니까.,1
15187,그런 친구를 위해서 어떻게 하는 게 도움이 될까요?,나라도 자주 연락해서 힘을 실어주는 게 좋을 것 같아.,1
15188,소심한 성격을 고치지 못한 것에 대한 후회가 큰가 봐요. 앞으로 어떻게 하는 것이 좋을까요?,글쎄. 성격을 고치려면 어떻게 해야 할지 상담받아보려고.,1
15189,남은 시간 동안 어떤 걸 해볼 수 있을까요?,자기소개라도 준비해야겠다.,1
15190,가족끼리 서먹한 걸 푸는 게 쉽지는 않죠. 제일 먼저 할 수 있는 방법이 있을까요?,대화를 시도해야 할 것 같아.,1
15191,친구들에게 따돌림을 당해 슬프시겠어요. 친구한테 얘기는 해 보셨어요?,그러지도 못하고 눈물만 나더라고.,1
15192,시어머니와 어떤 문제가 있나요?,나는 나름 잘한다고 했는데도 남편 눈에는 잘 못 한 게 보였나 봐.,1
15193,많이 속상하시겠어요. 어떻게 하면 기분이 나아질 수 있을까요?,모르겠어. 그냥 울고 싶은 마음이야.,1
15194,요즘 예민하시군요. 좀 더 자세히 말씀해주시겠어요?,직장 동료들에게 친절하지 못한 내 모습을 종종 발견하면 나 스스로 너무 실망하게 되는 것 같아.,1
15195,현재 결혼 생활에서의 불만족스러운 부분이 있으신가요?,딱히 그런 건 아닌데 막연히 해 보지 못한 것에 대한 동경심 같아.,1
15196,쉽게 사람들과 친해지지 못하시는군요. 왜 문외한이라고 생각하시나요?,잘 모르겠어. 낯선 사람 앞에선 위축되고 쭈뼛대게 돼.,1
15197,그런 기분에서 벗어나려면 어떻게 해야 할까요?,나가서 친구들을 만날래.,1
15198,어떻게 해야 이 상황을 해결할 수 있을까요?,아무래도 정신적으로 문제가 있는 것 같은데 상담을 받게 해야겠어.,1
15199,어떻게 해야 지금의 감정이 나아질까요?,누나에게 얘기를 해봐야겠어.,1
15200,건강도 좋지 않은데 자녀분들의 관심도 없는 것 같아 더 슬픈 기분이신가 봐요.,자식들이 보고 싶기도 하니 남편에게 넌지시 말을 해서 한 번 병문안이라도 오라고 해야겠어.,1
15201,남편이 보고 싶으시겠어요.,오늘 남편의 사진을 꺼내보아야겠어.,1
15202,지금의 감정에서 벗어나기 위해 할 수 있는 게 어떤 것이 있을까요?,친한 친구에게 하소연하며 위로 받고 싶어.,1
15203,다른 분들과 상황이 달라서 소외감을 느끼고 계셨군요. 이럴 때 어떻게 하면 마음이 나아질까요?,오늘은 내가 좋아하는 영화를 봐야겠어. 마음에 힘을 얻고 내일부터 다시 열심히 취업 준비를 할래.,1
15204,어떻게 하면 좋지 않은 기분을 낫게 할 수 있을까요?,너무 힘들어. 아무것도 할 수 없을 것만 같아.,1
15205,취업 때문에 자괴감이 드시는군요.  취업하기 위해 어떻게 해야 할까요?,더는 뭘 해야 할지 모르겠어.,1
15206,검진을 얼마나 미루셨나요?,몇 년 됐어. 검진을 미루고 몇 년을 받지 않은 게 후회가 되네.,1
15207,가해자의 앙갚음을 받을까 봐 불안하군요. 주위에 함께 의논해 볼 사람이 있을까요?,우리 형한테 털어놔야겠어.,1
15208,어떻게 하면 이 상황을 극복할 수 있을까요?,이제부터라도 열심히 취업 준비를 해야겠어.,1
15209,어떻게 하면 우울한 마음을 조금이나마 떨쳐낼 수 있을까요?,앞이 보이는 날에 내 주위에 있는 사람에게 더 잘 해주고 여행을 다니고 싶어.,1
15210,너무 속상하실 것 같아요. 기분이 나아지기 위해 어떻게 하는 게 좋을까요?,여자 친구를 다시 붙잡아봐야겠어. 그래도 끝까지 노력해보는 게 후회가 남지 않을 테니까 말이야.,1
15211,마음과는 달리 몸이 안 따라 줘서 많이 힘드셨겠어요.,자신감도 떨어지고 슬프네.,1
15212,기대하던 걸 이루지 못해 마음이 괴로우시겠어요.,난임 시술을 위해 병원을 방문해 보는 방법이 있긴 하지만 지금은 많이 지쳐 있어서 휴식이 우선 필요할 것 같아.,1
15213,과거 상사가 부당한 요청을 할 때 어떻게 했었나요?,부당하다고 생각하지만 일단 출근 후 상사와 대화를 하고 조퇴를 하려고 해,1
15214,사람들이 이상하게 생각하는 것을 어떻게 해결할 수 있을까요?,일단 마을 사람들 한 명씩 만나서 개인적으로 대화를 해 봐야겠어.,1
15215,이 상황을 벗어날 수 있는 방법이 뭐가 있을까요?,남편과 대화를 더 해봐야겠어.,1
15216,어떻게 하면 힘이 되어줄 수 있을까요?,힘들 때 옆에 있어 줘야 되겠어.,1
15217,어떻게 하면 미안한 마음을 조금이라도 덜어낼 수 있을까요?,돈으로는 많이 해주지 못하지만 다른 부분에서 채워주려고 노력해야겠어.,1
15218,이 문제를 같이 해결할만한 분은 없나요?,안 그래도 며느리한테 이야기해보려고.,1
15219,그런 느낌과 기분에서 벗어나기 위한 것들에는 어떤 것이 있을까요?,대인 관계에서 그냥 약간 부족하다 싶을 정도의 수준만 유지하면 되겠지.,1
15220,친한 동료들이 둘이나 회사에 나오지 않아서 회사 생활이 힘들었나 보군요.,그 친구들 덕에 그나마 견딜 만했는데 힘드네. 억울하게 누명을 쓰게 된 것도 마음이 아프고.,1
15221,일상생활이 마비된 것 같으시군요. 기분 전환할 방법이 있을까요?,그래서 주말에는 바다 좀 보고 기분전환 하려고 해.,1
15222,이런 상태에서 벗어나기 위해 어떻게 하면 좋을까요?,옆에 친한 친구가 있어서 서로 감정을 주고받으면 좋을 것 같아.,1
15223,어떤 것이 열등감을 덜 느끼도록 만들까요?,돈 말고 나만의 강점을 찾으려고 노력해야지.,1
15224,좋은 사람인줄 알았는데 배신감이 크시겠어요. 이 상황에서 할 수 있는 게 어떤 것이 있을까요?,그 사람과 대면해서 내 욕을 하고 다니는 이유가 뭔지 왜 그러는지 물어봐야겠어.,1
15225,답답한 마음이 들겠어요. 이럴 때 어떤 식으로 스트레스를 해소할 수 있을까요?,동생이 있는 친구들은 내 마음을 알 거야. 하소연 몇 마디하고 와야겠어.,1
15226,마음이 안좋으시겠어요. 어떻게 하면 기분이 괜찮아질 수 있을까요?,그냥 가정에서 할 수 있는 일이라도 찾아봐야지.,1
15227,일이 넘쳐서 진짜 구역질이 나는 상황이시군요.,우선 가족들하고 얘기를 해봐야할 것 같아.,1
15228,사실을 말했는데도 의심이 풀리지 않는군요.,이제 어떻게 해야 할지 모르겠어.,1
15229,지금의 기분에서 벗어나기 위해 어떻게 할 수 있을까요?,속상해 정말. 친구한테 전화라도 해봐야겠어.,1
15230,이 상황을 어떻게 하실 생각이신가요?,한번 얘기를 해봐야지. 얘기를 하고 치료를 잘 하라고 응원해줄 거야.,1
15231,많이 당황스러우셨군요. 지금 상황에서 무언가 할 수 있는 게 있을까요?,자식들한테 오랜만에 전화나 한 번 해 봐야겠어.,1
15232,이런 일이 있었을 때 어떻게 하셨었나요?,이런 적은 처음이야. 친구와 술 한 잔 해야겠어.,1
15233,무엇을 하면 가출하고 싶다는 생각이 들지 않을 수 있을까요?,글쎄. 아빠랑 대화를 해봐야 하는데 과연 말이 통할까.,1
15234,아내를 위해 최선을 다하시고 있지만 도움이 되지 않는 것같으시군요.,내가 뭘 할 수 있겠어. 가난해서 정말 슬프다.,1
15235,마음이 가라앉아 있으시군요. 어떻게 하면 마음이 나아질까요?,자신감을 되찾고 싶어.,1
15236,술에 취하니 안하무인이었군요. 기분이 안 좋으셨겠어요.,역시 내가 남자 보는 눈이 없나 싶어서 슬프네.,1
15237,지금 이 슬픔을 덜기 위해 내가 할 수 있는 일에 무엇이 있을까요?,가족들과 여행을 다녀와야겠어.,1
15238,행복한 시간이 다시는 돌아올 수 없다는 생각에 눈물도 나셨군요. 어떻게 하면 슬픈 기분이 나아질까요?,가족이 모두 건강하면 슬프지 않을 것 같아. 이제 주말마다 가족들과 운동을 해야겠어.,1
15239,미안한 마음을 어떻게 보답하는 게 좋을까요?,아들은 내 건강 말고는 바라는 것이 없대. 앞으로도 치료들 잘 견뎌서 아들 옆에 오래 있어줘야지.,1
15240,영업을 잘 하고 싶으신데 걱정이시군요. 어떻게 하면 지인 영업의 한계를 뛰어넘을 수 있을까요?,새롭게 에스엔에스를 시작해서 홍보를 해볼까 해.,1
15241,어떻게 하면 친구 분과 화해 할 수 있을까요?,내가 먼저 전화해서 손을 내밀어 볼까해.,1
15242,이런 감정을 털어내기 위해 어떤 방법을 취해 볼 수 있을까요?,이제까지 같이 고생해 온 아내랑 이야기해 봐야겠어.,1
15243,그러면 아내와의 관계를 회복하기 위해 어떻게 하는 것이 좋을까요?,미안하다고 아내에게 사과할래.,1
15244,공들인 일이 결실을 맺었는데도 기쁘지가 않았다면 무엇을 해 보아야 도움이 될까요?,예전에 취미로 배우다 그만둔 목공을 다시 시작해 볼까?,1
15245,주변에 진로에 관해서 물어볼 사람이 있나요?,주변에 진로 상담소가 있어. 거기서 상담을 받아볼까 봐.,1
15246,건강검진 결과가 심각하게 나올까봐 긴장하시는군요.,승진이 달려있는데 건의를 해보는 게 좋겠어.,1
15247,많이 답답하시겠어요. 이 상황에서 할 수 있는 것이 무엇이 있을까요?,처가 식구들에게 마지막으로 조언을 구하려고 해.,1
15248,가족 구성원과 대화가 없어 고립감을 느끼시는군요.,사 개월 정도 된 것 같아. 친구들은 남편과 아이들과 잘 지내던데 나는 반대라 혼자인 것 같은 느낌이 들어.,1
15249,아기를 유산한 일이 본인의 잘못이라고 생각하고 있군요.,내가 조금 더 조심했더라면 우리 아기가 그렇게 되지 않았을지도 모르는데 너무 힘들다.,1
15250,친정 오빠가 돈에 많이 집착하고 계시는군요.,돈이 전부는 아닌데 말이야.,1
15251,멋지네요. 산책하면 스트레스가 많이 없어질 것 같아요.,응. 아무래도 기분이 훨씬 좋아지더라고.,1
15252,불안한 상황에서 벗어나려면 어떤 방법이 있을까요.,선생님 말고 부모님께도 말씀드려봐야겠어.,1
15253,어떻게 해야 뜻을 펼칠 수 있을까요?,지금은 포기하고 그냥 열심히 일을 해야 할 것 같아. 그래야 나중에 기회가 올 것 같아.,1
15254,자식들에게 못해줘서 마음이 괴로우셨군요. 어떻게 하면 지금 상황이 좋아질 수 있을까요?,지금이라도 더 열심히 일에서 나중에 힘이 돼줘야겠어.,1
15255,이 상황을 해결하기 위한 좋은 방법이 있나요?,지금부터 천천히 다시 노후계획을 세워봐야겠어.,1
15256,지금의 기분에서 벗어나기 위해서 할 수 있는 것은 어떤 것이 있을까요?,먼저 당한 동료들을 만나서 식사나 하면서 이야기 나누려고.,1
15257,이해합니다. 남한테 받는 스트레스는 참 받아들이기 어렵지요.,직장 상사한테 화풀이할 수도 없는 내 신세가 비통하다.,1
15258,다시 관계를 회복시킬 수 있는 방법은 없을까요?,아무래도 없을 것 같아. 다른 친구를 사귀든가 혼자 다녀야겠어.,1
15259,이유를 알 방법이 없어 당황했군요.,글쎄. 친구와 이야기를 하는 게 가장 좋은 방법이겠지. 친구에게 직접 물어봐야겠어.,1
15260,그동안 열심히 하셨는데 원하지 않는 결과가 나와서 상심이 크시군요.,지금까지 왜 이렇게 열심히 했을까 후회되고.,1
15261,병원에서 할 수 있는 일이 없을까요?,산책이라도 다녀와야겠어.,1
15262,어떻게 위로를 해 드리는 게 좋을까요?,새 출발을 할 수 있도록 응원을 해드려야겠어.,1
15263,병원에서 들은 결과가 충격적이어서 상처를 받으셨군요. ,응. 앞으로 어떻게 해야할 지 모르겠다.,1
15264,이 상황을 해결하기 위해서는 어떻게 해야 할까요?,자산관리사를 만나서 상담이라도 한번 받아봐야 할 것 같아.,1
15265,따님이 가족보다 남자 친구에게 더 관심이 많다면 속상하시겠어요.,남자 친구도 좋지만 가족에게 더 관심을 가져주었으면 좋겠어.,1
15266,친구에게 어떻게 그럴 수 있냐고 따질 생각이시군요. 뭐라고 말해야 할까요?,진정한 친구는 함부로 친구의 가정사를 말하면 안 된다고 말할 거야.,1
15267,기분이 나질 방법 있을까요?,기분 전환을 위해 머리를 자를까 해.,1
15268,엄마에게 솔직한 심정을 말하고 싶은데 혼날까 봐 걱정되시는군요. 어떻게 하면 좋을까요?,편지를 써서 솔직한 내 심정을 엄마에게 말씀드려 볼까 해.,1
15269,예전에는 엄마랑 싸우면 어떻게 풀었었나요?,자연스럽게 풀리거나 대화를 했었어.,1
15270,그 일이 상처가 되었겠네요.,그 일로 상처를 받은 지 오래되지도 않았는데 다들 연애를 물어봐서 마음이 아팠어.,1
15271,지금 현재 상황에서 무엇을 시도할 수 있을까요?,지금부터라도 아끼고 돈을 모아야지.,1
15272,힘드시겠어요. 지금의 상황을 해결할 수 있는 방법이 있을까요?,답이 없는 것 같아. 매일 저녁 신세 한탄만 해.,1
15273,두 분 다 맞벌이를 하고 계시지만 아이를 양육하는 데 드는 비용 때문에 고민이 되는군요.,아이에게 가난을 물려주게 될 것 같아 너무 속상해.,1
15274,많이 서운하셨나 보네요.,소통이 없는 세상에서 사는 게 답답하고 삭막해.,1
15275,서운함을 해결하는 법은 어떤게 있을까요?,말 하는것도 어색해.,1
15276,고독사라니 많이 무서우시죠. 어떻게 하면 마음이 좀 나아질까요?,친구를 만나서 같이 시간을 좀 보내야겠어.,1
15277,어떻게 하면 그 무거운 마음을 해결할 수 있을까요?,이제부터는 동생에게 잘 해줘야겠어.,1
15278,이 상황에서 어떤 것을 해볼 수 있을까요?,철분제를 더 잘 챙겨 먹고 힘들겠지만 습관을 바꾸려고 노력해야겠어.,1
15279,어떤 점 때문에 맞지 않는다고 생각하셨나요?,거의 노예니까. 성취감이 없어.,1
15280,사람들의 얘기를 듣고 그렇게 느끼신 거군요.,회사의 노예로 지내는 게 무슨 보람이 있을까 싶어.,1
15281,동생이 기타를 판 사실을 알게 되었을 때 기분이 어떠셨나요?,세상 사람들은 물론이고 친동생한테도 잘해줄 필요 없다고 느꼈어. 너무 서운해.,1
15282,이 상황을 개선하기 위해 할 수 있는 행동이 있을까요?,재무 상담을 받아 보면 더 나아질 수 있을까?,1
15283,집에서 어떤 활동을 하면 기분이 좋아지시나요?,그동안 바빠서 보지 못했던 책을 보거나 영화를 볼까 생각 중이야.,1
15284,후회가 되는 상황에서 벗어나기 위해 나는 무엇을 할 수 있을까요?,친구에게 지금이라도 연락을 해봐야겠어.,1
15285,수능 성적에 맞춰 대학을 가게 되었지만 현재의 전공에 실망하셨군요. ,입학 시기에는 유망 학과였는데 지금은 이미 뒤처진 학문이 되어서 의미가 사라지고 있는 것 같아.,1
15286,사촌 동생 병문안을 갈 계획이 있으신가요?,내일 한번 가보려고.가서 더 힘이 날 수 있게 응원해줘야겠어.,1
15287,신입에게 무시당할까 봐 두려워하는군요. 어떻게 해결하면 좋을까요?,신입에게 너의 말이 옳았다고 말하고 사과해야겠네.,1
15288,주변을 의식하는 일들이 긴장감을 느끼게 하는군요. 앞으로 어떻게 하실 생각인가요?,이렇게 살아야 하나 싶기도 하고.,1
15289,뒤에서 험담하는 사람들 때문에 속상하셨겠어요.,이제 그 사람들을 어떻게 봐야 할지 벌써 걱정이야.,1
15290,자식이 없어 열등감을 느끼시는군요.,나만 힘든 것 같으니 앞으로 노인정 할머니들이 하는 말들 신경 쓰지 말아야지.,1
15291,이 상황을 변화시키기 위해 어떤 방법이 있을까요?,가족들과 화해 할 수 있도록 내가 중간에서 노력해야지.,1
15292,어떻게 하면 그런 말을 듣지 않을 수 있을까요?,옛날이야기로 허세부리지 말고 현재나 잘 살라고 잔소리를 해볼까?,1
15293,지금의 기분을 변화시킬 수 있는 방법이 있을까요?,믿었던 친구랑 이렇게 되고 속상해서 아무것도 하고 싶지 않아.,1
15294,실망스럽고 속상해서 기분이 다운되어 계신 것 같아요. 어떻게 하면 기분 전환을 할 수 있을까요?,사회에서 버림받은 느낌이 들어서 회복이 잘 안 될 것 같아.,1
15295,예전에는 이런 일들이 일어났을 때 어떻게 대처하셨어요?,그냥 당하고만 있었어. 내가 뭘 할 수 있는게 없었어.,1
15296,아내 분의 말에 많이 상처받으셨군요. 어떻게 하면 좋을까요?,치료해서 나으면 뭐하나. 내가 힘들 때 위로가 되어주진 못할망정 입방정이나 떨고 있으니.,1
15297,많이 속상하시겠어요. 다음엔 동기분들한테 같이 하자고 하면 어떨까요?,동기들이 나랑 같이해줄까?,1
15298,이런 일이 있을 때 어떻게 대처하셨나요?,안 해도 예쁘다고 말했는데 안 믿더라.,1
15299,어떻게 하면 이 상황이 나아질까요?,앞으로 내가 사람들에게 먼저 말을 걸어봐야겠어.,1
15300,지금 기분에서 벗어나기 위해 무엇을 할 수 있을까요?,퇴근하고 맛있는 저녁을 먹어야겠어.,1
15301,아버지께서 조언은커녕 악담을 하셔서 상처가 되셨군요. ,그 말 때문에 공부도 열심히 하기가 싫어졌어.,1
15302,남자친구가 없는 내 앞에서 다들 남자친구 자랑을 하는군요. 어떤 마음이 드는지 알려줄 수 있나요?,대부분의 이야기는 자랑이야. 이젠 비통하기까지 하다니깐.,1
15303,사과의 말을 할 지 고민 중이시군요. 어떻게 하는 것이 좋은 방법일까요?,우리 부모님을 위해서라도 사과하는 게 좋을 것 같아.,1
15304,말할지 말지 고민 중이군요. 어떻게 하는 것이 좋은 방법일까요?,형과 먼저 대화를 해봐야겠어. 어떻게 할지 우리끼리 먼저 이야기해봐야겠어.,1
15305,나만 꿈이 없는 것 같아서 속상하시군요. 이 상황에서 할 수 있는 게 어떤 것이 있을까요?,나도 내 꿈을 찾을 거야.,1
15306,아내분이 인상이 많이 변하셨나 보네요. 앞으로 어떻게 하는 것이 이 상황에서 도움이 될까요?,아내에게 우선 미안했다고 사과를 하고 아내가 좋아하는 여행을 가서 마음을 좀 풀어주려고 해.,1
15307,회사의 상황이 좋지 않군요. 앞으로 어떤 계획을 가지고 계신가요?,새로운 회사를 찾아야지. 그동안 열심히 일했는데 이렇게 해고되다니.,1
15308,일이 많아서 힘들 때 눈물이 났나 보네요. 좀 더 긍정적인 마음을 가지고 회사에 다니려면 어떻게 하는 것이 도움이 될까요?,나의 발전을 위해 지금 이 순간도 언젠가는 지나갈 순간이라고 생각하면 도움이 될 것 같아.,1
15309,따님이 말버릇이 맘에 안드셨군요. 어떤 상황에서 그렇게 느끼셨나요?,늘 혼잣말처럼 욕을 중얼거려. 볼 때마다 한심스러워서 한숨이 나와.,1
15310,지금의 속상한 마음을 달래기 위해 좋은 방법은 무엇이 있을까요?,한 번 배신한 사람은 또 그럴 테니 미련 없이 털고 새 출발 해야겠어.,1
15311,그래서 많이 고통스러우신거군요?,가난하고 아픈게 내 과오이니까 누구탓을 하겠어.,1
15312,사랑보다 자신을 우선해서 나쁜 사람이 된 것 같으시군요. 속상함이 조금이라도 나아질 방법이 있을까요?,나는 내 자신을 믿고 싶어. 후회하고 싶지 않아.,1
15313,어떤 선물을 사주시려고요?,간단한 케이크라도 사주는 게 좋을 거 같아.,1
15314,애지중지 키웠는데 속상하시군요. 어떻게 하면 속상한 마음이 조금이라도 누그러질까요?,자식들 보고 집에 들르라고 전화라도 하려고. 그러면 집에 좀 오겠지. ,1
15315,어떻게 하면 슬픔을 덜어내실 수 있을까요?,오랜만에 예전에 사내 엠티에서 찍은 사진을 봐야겠어.,1
15316,열심히 한 서류가 제출 실패해서 굉장히 당황하셨겠네요.,상사가 너무 나를 힘들게 해. 이러려고 회사에 들어온 게 아닌데.,1
15317,태교할 때 신경을 많이 못 썼다고 생각해 죄책감을 느끼시는군요. 어떤 이유로 그렇게 생각하세요?,집안이 어려워서 임신 중에도 일을 했거든.,1
15318,왜 구조조정에 포함되었다고 생각하시나요?,이유를 모르겠어. 그래서 더 충격이야. 일을 정말 잘하던 친구였는데.,1
15319,그런 감정이 들 때는 어떻게 해결을 하세요?,서로 민망할 수 있으니 잘 다독여봐야지.,1
15320,직장 다니기 전에는 친구들과도 자주 만나고 참 재미있었군요. 어떻게 하면 지금의 상황을 변화시킬 수 있을까요?,바쁘다는 핑계로 친구들도 못 만났는데 시간을 내서 친구들과 만나야겠어.,1
15321,지금이라도 챙길지 고민 중이시군요. 어떻게 하는 게 앞으로도 좋을까요?,이제부터라도 앞으로 건강관리를 해야겠어.,1
15322,보고서를 잘 쓸 수 있다고 하고 하나도 못 했군요.,처음 써보는 건데 생각보다 어렵더라고. 주위 사람들에게 도움을 요청할 걸 그랬어.,1
15323,어떤 방법으로 희망이 생길 수 있을까요?,모르겠어. 어떻게든 되겠지.,1
15324,아이의 사고현장을 보게 되어서 정말 슬펐을 것 같아요. 지금의 슬픔을 해결할 수 있는 방법이 있을까요?,잘 모르겠어. 지금은 딸이 치료를 받고 건강하게 돌아왔으면 좋겠어.,1
15325,이런 감정에서 벗어나기 위해 무엇을 할 수 있을까요?,어쩌면 부정적인 생각 때문일지도 몰라. 앞으로는 뭐든 할 수 있다는 생각을 가져봐야겠어.,1
15326,어떻게 하면 상황이 나이질 수 있을까요?,지금이라도 내 건강 관리에 더 힘을 써야겠어.,1
15327,애인이 거짓말을 해서 속상하시군요. 어떻게 하면 이 배신감을 누그러뜨릴 수 있을까요?,애인한테 전화해서 앞으로 한결같이 잘하는 모습을 보여달라고 얘기해보려고.,1
15328,자책을 하고 계시는군요. 이런 상황을 어떻게 극복해 나갈 수 있을까요?,내가 가장 의지하는 친구와의 대화를 통해 위로받고 싶어.,1
15329,솔직히 기분을 표현하지 못해 후회가 되셨군요. 지금의 기분에서 벗어나기 위해 무언가 할 수 있는 것이 있을까요?,나가서 친구와 다시 대화 좀 해야겠어.,1
15330,상을 탔는데 대수롭지 않게 여겨서 물거품이 된 기분이시군요. 이 기분을 전환하기 위해 무엇을 하고 계시는가요?,좋아하는 음악을 듣고 있어. 그리고 앞으론 가족들에게 인정받으려는 욕심은 버리기로 다짐했어.,1
15331,동료의 죽음으로 마음과 업무 모두 힘들 텐데 이럴 때 어떻게 하면 효과적으로 해결이 가능할까요?,죽은 동료를 애도하고 빨리 업무를 처리할 수밖에 없지.,1
15332,남편분을 정말 보고 싶으시겠어요. 지금 마음을 어떻게 하면 조금이라도 나아지게 할 수 있을까요?,연애할 적 같이 찍은 사진이랑 주고받은 손편지를 읽어보려고.,1
15333,남은 돈으로 앞으로 어떻게 대비하는 것이 좋을까요?,일단 주식과 가상화폐는 그만둬야겠어. 지금 할 수 있는 일자리라도 찾아볼래.,1
15334,누군가에게 도움을 요청하는 건 어떨까요?,친한 이 대리에게 도와달라고 부탁해봐야겠어.,1
15335,스트레스 때문에 힘들어하는 스스로가 부끄러우신 거군요.,내가 한심하다는 생각이 들기도 해.,1
15336,꼭 이루고 싶은 일이라면 지금부터라도 열심히 공부 한다면 이룰 수 있을 거예요.,공부는 하기 싫지만 꿈을 이루기 위해선 이 방법 밖에 없으니 최선을 다 해봐야겠네.,1
15337,서운하시겠군요. 이런 상황을 잘 해결하려면 어떻게 하면 좋을까요?,친구는 나를 보기로 약속했던 게 아니니까 이해는 가. 다음에 약속을 잡고 깜짝 축하를 해줘야겠어.,1
15338,성공할 수 있는 방법엔 무엇이 있을 까요?,우선 돈을 많이 벌어야겠어.,1
15339,원하는 대로 되지 않아 낙담하셨군요.,이제는 남편도 나도 계속되는 실패에 지쳤어.,1
