,Q,A,label
15689,자식들과의 대화로 생각을 알아보고 싶으시군요. 자식들의 생각을 알게 되면 어떤 것을 할 수 있을까요?,최대한 아이들이 원하는 대로 살게 해줄 생각이야.,2
15690,어떤 효과가 있기를 기대하시나요?,자식들의 부담이 줄고 내 마음도 편해 지겠지.,2
15691,남자친구랑 어떤 점을 중점적으로 상의하고 싶으세요?,결혼 후에 집안 일 문제를 좀 더 깊이 있게 상의하고 싶어.,2
15692,미영이를 위해 OO님이 할 수 있는 일은 무엇이 있나요?,미영이에게 고마운 마음을 담아 편지를 써 볼까 해.,2
15693,경품 행사나 게임을 기획해서 지금 상황이 어떻게 달라지면 좋을 것 같나요?,재밌게 만들어서 부서 사람들이 더 빨리 친해지면 좋겠어.,2
15694,지금 상황에서 가장 시급한 것은 무엇인가요?,선생님이 날 믿을 수 있게 반 애들이 날 괴롭혔다는 증거를 모을 거야.,2
15695,그렇게 해서 상황이 어떻게 달라지기를 바라세요?,부담감은 덜고 자신감은 생겼으면 좋겠어.,2
15696,가만히 있지 않고 무엇을 할 수 있을까요?,선생님이든 누구든 어른들한테 알릴 거야.,2
15697,향초를 사려고 하신다면 그것은 어떤 이유에서 도움이 되기 때문일까요?,내가 좋아하는 향이 마음을 진정시켜주고 집안 분위기를 바꿔주는 효과도 있더라고.,2
15698,삼겹살집에 가면 어떤 점이 좋을까요?,가족 모두 좋아하는 음식이니까 모두 공평하게 행복해지겠지!,2
15699,스스로 일을 하면 어떤 점이 좋을까요?,자식들한테나 주변에 아쉬운 소리를 안 해도 좋으니 그게 제일 좋지.,2
15700,아버지와 대화를 하면 어떤 좋은 점이 있을까요?,아버지라면 친엄마에 대해서 솔직히 말씀해 주시고 내 의견을 존중해 주실거야.,2
15701,그 선배와 이야기를 나누면 어떤 점이 좋은가요?,그 선배는 언제나 객관적이면서도 따뜻한 얘기를 해 줘. 그래서 늘 내 성장에 도움이 되는 선배야.,2
15702,회사가 더 커지기 위해 내가 할 수 있는 일은 무엇일까요?,이번에 유입되는 고객을 잘 관리해야겠어.,2
15703,보너스를 지급하는 건 어떤 점에서 좋은 걸까요?,나도 일하는 입장에서 언제나 보상이 확실한 게 위로가 되더라고.,2
15704,적성검사를 생각하고 계시군요. 적성검사를 받으면 어떤 점에서 도움이 될까요?,내가 잘 할 수 있는 것이 무엇인지 발견할 수 있을 거야.,2
15705,앞으로 딸에게 어떻게 행동하는 게 좋을까요?,내가 자주 못 가니까 통화를 많이 하고 음식도 보내줘야겠어.,2
15706,꾸준히 열 시간 넘게 공부해서 어떤 목표를 이루고 싶으신가요?,이번 시험에서 가장 높은 성적을 받고 싶어.,2
15707,어떻게 하면 껄끄러운 감정을 떨칠 수 있을까요?,앞으로 동료들보다 더욱 성과 잘 내도록 노력해야겠어.,2
15708,산책을 하며 기분전환을 하려 하시는군요. 산책의 어떤 점이 좋으신 건가요?,그냥 주변 풍경 보면서 바람 쐬는게 좋아. 운동도 되고.,2
15709,고마운 마음을 어떻게 전할 수 있을까요?,우리 반 친구들을 위한 선물을 준비해 보려고 해.,2
15710,경찰에게 도움을 청하면 어떤 결과가 있을까요?,중요한 날이니까 경찰에서도 분명 도움을 줄 거야.,2
15711,욕심 없이 즐겁게 살아 보는 사람도 기분이 좋군요. 그렇게 좋은 사람과 더욱 신뢰를 다지기 위해 할 수 있는 것이 있을까요?,나도 본 받아서 욕심을 버리고 살아보려고. 나도 그렇게 신뢰할 수 있는 사람이 되는 거지.,2
15712,친구에게 솔직히 이야기를 하면 어떤 점이 좋을까요?,그 친구도 내 마음을 이해해 주겠지.,2
15713,좋은 음식과 여행이 주는 장점은 무엇인가요?,무기력증을 극복하고 새로운 삶의 의미를 가지게 될 거야.,2
15714,인스타그램 메시지를 보내면 어떤 점이 좋을까요?,연락이 되면 오해를 풀고 다시 친해질 수 있겠지.,2
15715,맡은 업무에 최선을 다하면 어떤 점이 좋을까요?,회사에서 인정받고 월급도 오르겠지.,2
15716,마인드 컨트롤을 연습하면 어떤 점이 가장 달라질까요?,내 의견을 당당하게 말할 수 있을 것 같아.,2
15717,다른 곳으로 혼자 이사를 하셨을 때 그려지는 최선의 모습은 어떤 것인가요?,그 누구의 뒤치다꺼리도 하지 않고 나를 위해서만 살고 싶어.,2
15718,친구랑 함께 어울리면 어떤 점이 가장 좋은가요?,혼자일 때보다 더 즐겁게 놀 수 있을 것 같아.,2
15719,메모를 하면 어떤 유익이 있나요?,건강 정보를 잊지 않고 다시 떠올려서 실천할 수 있어.,2
15720,힘든 날이 많으셨군요. 앞으로는 사업을 어떤 방식으로 운영하실 건가요?,이참에 적극적으로 홍보도 하고 가게도 확장해서 사업을 키워볼 거야.,2
15721,자식들과 자주 연락하려 하시는군요. 전화와 문자를 자주하는 것의 가장 좋은 점은 무엇인가요?,자식들 소식을 더 많이 들을 수 있지. 심심하지도 않을 테고.,2
15722,편안한 마음을 가지는 것이 중요한 이유는 무엇인가요?,독서를 하면 괜한 걱정을 줄이고 지금을 즐기고 행복하게 살 수 있을거야.,2
15723,진지하게 대화를 하면 어떤 점이 좋아질까요?,다음에 볼 때 더 살갑게 대해주겠지.,2
15724,야근을 통해 자료를 더욱 보완함으로써 얻는 유익이 있을까요?,아무래도 보고서 퀄리티가 더 높아지겠지?,2
15725,선생님께 도움을 받으면 어떤 점이 좋을까요?,선생님이 친구들을 잘 타일러서 날 괴롭히지 못하게 할 수 있을거야.,2
15726,부모님의 따뜻한 응원을 받으면 무엇이 달라지게 될까요?,그만큼 내 마음이 든든하고 자신감이 생기니까 일도 수월하게 할 수 있을 것 같아.,2
15727,아빠와 상담을 받으러 가볼 생각이군요. 상담사와 대화를 하면 어떤 점에서 내게 도움이 될까요?,그동안 쉽게 표현할 수 없었던 얘기를 말할 수 있게 될 것 같아.,2
15728,한 마디 하려고 하시는군요. 그렇게 해서 어떻게 달라지길 바라시나요?,친구들이 시끄럽게 굴지 않고 가게를 이용하면 좋겠어.,2
15729,사업가 친구들의 조언을 통해 앞으로 어떤 점이 달라지길 원하나요?,과장하고 자랑하기보다는 고민을 서로 나누는 모임으로 발전했으면 해.,2
15730,부모님께 이런 말을 전하려는 이유는 무엇인가요?,부모님이 내 고민을 알고 내게 더 관심을 가져 주실 거야.,2
15731,사용자님이 다시 프러포즈를 하려고 하시는군요. 프러포즈를 하면 무엇부터 준비해야 할까요?,프러포즈를 하기에 맞춤인 장소를 물색할 거야. 그다음에는 반지랑 편지를 준비해야지.,2
15732,친구와 만나서 이야기하면 어떤 점이 좋을까요?,서로 기분 안 상하고 문제를 가장 빨리 해결할 수 있을 것 같아.,2
15733,부모님과 대화를 나누면 어떤 점이 가장 좋을까요?,나를 가장 위해주는 분들이시니까 가장 좋은 방법을 알려주고 도와주실 것 같아.,2
15734,이 상황이 어떻게 달라지기를 바라시나요?,병원비 부담이 줄어들고 내 마음도 가벼워질거야.,2
15735,상담 선생님께 찾아가면 어떤 효과가 있을까요?,문제를 해결할 방법을 자세히 가르쳐 주실 거야.,2
15736,아이가 독립하는 것이 나의 저축에 어떤 긍정적인 영향을 끼칠까요?,아무래도 아이의 교육비나 생활비에 대한 지출 부담이 주니까 저축할 여유가 생길 것 같아.,2
15737,그렇게 하기 위해 지금 가장 시급한 것은 무엇일까요?,거래처 사장님과 계속해서 좋은 관계를 유지하는 데에 노력할 거야.,2
15738,부장님에게 말을 하면 가장 좋은 점이 무엇인가요?,내 공로를 인정해주는 거야. 하다못해 답답한 마음이라도 풀리겠지.,2
15739,어떤 것을 공부하는 지 미리 알면 어떤 점이 좋은가요?,미리 학업 계획을 세울 수 있어.,2
15740,다음 방학 한 달 동안은 할머니 댁에서 무엇을 하고 싶으신가요?,겨울이니까 뒷산에서 썰매를 타고 놀고 싶어.,2
15741,반려동물을 키우면 어떤 점이 가장 좋아질까요?,내 외로움이 많이 해소될 것 같아.,2
15742,가족들과 대화를 하면 어떤 결과가 있을까요?,가족들이 나를 이해해 주고 앞으로 어떻게 하면 좋을지 조언을 해 줄거야.,2
15743,어떤 점에서 병원 검진이 필요하다고 보시나요?,내가 언제까지 살 수 있을지 의사가 알려줄 테니까.,2
15744,앞으로는 회사에서 어떻게 행동하는게 좋을까요?,사내연애를 당당하게 밝히고 생활할거야.,2
15745,정성에는 칭찬이 중요하군요. 이유가 무얼까요?,칭찬을 들으면 더 잘 하고 싶은 마음이 생기니까. 정성이 깃들게 되지.,2
15746,당당하게 이야기를 했을 때 가장 좋은 점은 무엇인가요?,내가 더 이상 옆집 할미 눈치를 안 봐도 되지. 우리 사이도 다시 좋아질 거고.,2
15747,친구들과 얘기하는 것이 나의 감정에 어떻게 도움이 되나요?,내가 힘들때마다 내 친구들과 얘기하는 것이 나에게 항상 큰 힘이 되었거든.,2
15748,어떤 마음으로 보고서를 쓰실 건가요?,열심히 해서 이 기회에 칭찬을 받으려고.,2
15749,동생과 함께 해보고 싶은 어떤 바람이 있나요?,동생과 같이 여행을 가 보고 싶어.,2
15750,회사에서 개인적인 감정을 표출하지 않으려면 어떻게 하는 게 좋을까요?,앞으로 점심시간이나 회식에 참여하지 않고 혼자 다닐거야.,2
15751,공부 잘하는 친구에게 물어봐서 앞으로 상황이 어떻게 달라지면 좋을까요?,나도 그 친구처럼 모르는 문제 없이 숙제를 풀 수 있었으면 해.,2
15752,아빠가 사용자님을 신뢰해주고 존중해줘서 좋으시군요. 아빠에게 바람이 있다면 어떤 것인가요?,아빠에게 더 바라는 건 없어. 나만 잘 하면 될 것 같아.,2
15753,어떤 점에서 소고기를 먹어야겠다고 생각하시나요?,이번에 친구에게 좋은 소식도 있다고 하니까 축하하는 의미에서 비싼 고기를 먹어야 될 것 같아서.,2
15754,천천히 생각해 보자고 이야기 하려 하시는군요. OO님은 어떤 결혼을 원하시나요?,나는 정말 이 사람이 아니면 안되겠다 싶은 사람과 결혼할 거야. 그러려면 오래오래 봐야지.,2
15755,어떤 것에 감동 이상의 것을 받으시나요?,내 표정만 보고도 기분을 알아채고 물어봐주고 나에게 관심을 많이 가져줘.,2
15756,그렇군요. 자식들에게 고마움을 표할 방법이 있을까요?,다음 둘째 생일날 모이면 꼭 자랑스럽다고 전해야겠어.,2
15757,내 꿈에 대해 이야기해보고 싶으시군요. 가족모임 이후에 우리 가족이 어떤 모습이 되기를 기대하나요?,서로에게 관심을 많이 갖고 대화를 많이 나누는 가족이 됐으면 좋겠어.,2
15758,어떤 이유로 목걸이를 선물해주려고 하시나요?,아내가 얼마 전에 백화점에서 예쁘다고 했던 게 생각이 났어.,2
15759,친구들에게 나를 피하는 이유를 물어보려 하시는군요. 앞으로 친구와의 관계가 어떻게 달라지길 바라시나요?,친구들에게 실망했지만 이야기를 나눠보면서 친해지게 되면 좋겠어.,2
15760,그런 동료들과 일하게 되어 어떤 기대를 가지고 계신가요?,서로의 업무 효율도 늘어나고 원만한 관계를 유지할 수 있을 것 같아.,2
15761,용서를 빌면 어떤 점이 달라지길 원하시나요?,더 이상 날 괴롭히지 않았으면 좋겠어.,2
15762,운동 강도를 높이면 어떤 점이 달라질까요?,처음에는 힘들겠지만 몸이 적응하고 나면 효과가 있을거야.,2
15763,어떻게 하면 밥을 사주기가 어렵더라도 가슴 아픈 게 없어질까요?,비록 아직 밥 사줄 처지는 안 되지만 카페서 음료수를 사주는 것으로라도 해야겠어.,2
15764,산책의 가장 유익한 점은 무엇일까요?,조용히 이런 저런 생각도 할 수 있고 다리 근육도 튼튼해지는 것 같아.,2
15765,시간표를 통해 지켜보지 않으시도록 하려 하시는군요. 시간표를 보여드리면 또 어떤 점이 좋아질 수 있을까요?,나 스스로도 계획을 잘 지킬 수 있게 될거야.,2
15766,이번 프로젝트를 성공시키려 하시는군요. 이 일이 나에게 어떤 의미가 있나요?,내가 직접 기획하고 제안한 프로젝트라서 더욱 중요한 것 같아.,2
15767,앞으로의 상황이 어떻게 바뀌기를 기대하시나요?,내가 지금보다 더 성공해서 부모님이 걱정하지 않게 해 드리고 싶어.,2
15768,역할분담을 나누면 어떤 점이 좋을까요?,각자 어떤 일을 했는지 정확히 파악할 수 있을거야.,2
15769,인터넷으로 쇼핑을 하는 것도 좋지요. 또 어떤 방법이 있을까요?,요새는 정기 배송 같은 게 있던데 생리대는 생필품이니 아예 정기 배송을 시켜도 될 것 같네.,2
15770,동료 직원의 도움을 받으려고 하시는군요. 동료의 도움을 받으면 어떤 점이 가장 좋은가요?,일 처리도 빨라지고 내가 놓치는 부분을 보완해 줄 수 있지.,2
15771,정말 만족스러운 사무실이겠군요. 그 중에서도 가장 좋은 점은 무엇인가요?,사무실에서 같이 일하는 직원들 분위기가 좋은 게 가장 만족이야.,2
15772,어떤 방식으로 응원하는 것이 아버지에게 도움이 될까요?,아버지에게 영상 편지를 써서 기분을 좋게 해드릴거야.,2
15773,독서를 좋아하시군요. 독서의 어떤 점이 좋으세요?,내가 모르는 책 속의 세상에 대해 아는게 좋아. 새로운 지식도 배울 수 있고.,2
15774,어떤 점에서 학원 선생님과 엄마가 통화하게 만들려 하시나요?,학원 선생님이 나의 노력을 인증해 주실 것 같아서.,2
15775,그렇게 했을 때 그려지는 최선의 모습은 어떤 것인가요?,요즘 같은 몸 상태로 쭉 편안하게 지낼 수 있었으면 좋겠어.,2
15776,서로 잘 다독여 보려 하시는군요. 아이를 갖게 된다면 어떤 점이 가장 좋을까요?,인생의 목표가 생기는 게 가장 좋은 것 같아.,2
15777,동료들과의 관계가 어떻게 바뀌기를 바라시나요?,동료들과 친해져서 함께 간식을 먹고 싶어.,2
15778,그렇군요. 남편의 금연을 도울 수 있는 방법이 있을까요?,금연패치를 선물해볼까 해.,2
15779,전복죽의 가장 좋은 점은 무엇인가요?,산모의 산후조리에 좋다고 들었어.,2
15780,짝꿍과 친해질 수 있는 방법이 없을까요?,내일 짝과 함께할 수 있는 보드게임을 가져가서 재미있게 해줄 생각이야.,2
15781,아들의 태도가 어떻게 바뀌기를 바라시나요?,다시는 이런 사고를 내지 않고 좋은 학생이 되길 바라.,2
15782,전액 장학금을 받기 위해 지금 나는 무엇을 하면 좋을까요?,수업 선행이랑 복습을 한 번씩 더 하고 시험을 보려고.,2
15783,깻잎을 키우면 어떤 유익이 있을까요?,고기 먹을 때 깻잎을 싸먹을 수도 있고 그냥 집어먹어도 맛있지.,2
15784,아내와 대화를 해 보려는 이유는 무엇인가요?,아내는 나보다 딸에 대해 더 잘 아니까 내게 도움을 줄 거야.,2
15785,자식들이 독립하는 시기에 돈을 보여주려는 건 어떤 이유에서일까요?,조금 더 모아서 딱 일 억을 맞춰서 보여주고 싶어서. 자식들이 정말 기뻐하겠지?,2
15786,선생님의 말씀을 들으니 기분이 어떠셨나요?,그런 분이 담임 선생님으로 계시니 참 든든하고 감사했어.,2
15787,동료들에게 먼저 다가가려고 하시는군요. 또 어떤 방법으로 회사에 적응할 수 있을까요?,내 책상에 화분이나 예쁜 달력을 가져다 놓을까 해.,2
15788,여자 친구를 위로해 주면 어떤 효과가 있을까요?,나까지 그녀를 나무라는 것보다 그게 더 우리의 관계에 좋을 거야.,2
15789,위로를 해주려고 하시는군요. 어떻게 해결하는 게 가장 좋은 방법일까요?,선물을 하려고 해.,2
15790,대출금을 다 갚은 후에는 어떻게 하는 게 좋을까요?,앞으로는 함부로 대출을 받지 않겠어.,2
15791,밖에서 산책하면 무엇이 좋아질까요?,집중력이 더 좋아질 것 같아.,2
15792,업무를 재부배하게 되면 어떤 점이 좋아질까요?,지금보다는 숨 돌이킬 여유가 생기겠지.,2
15793,사진을 찍어두면 어떤 유익한 점이 있을까요?,나중에 사진만 봐도 행복함을 느낄 수 있을 것 같아.,2
15794,이웃과 함께 가실 생각이군요. 옆집 할머니와 같이 가면 가장 좋은 점이 무엇인가요?,혼자 심심하지 않고 말동무가 있어서 행복해.,2
15795,오늘 감사하다는 말을 전하려 하시는군요. 또 다른 좋은 방법은 없을까요?,작은 선물도 하나 준비할까? 좋아하실 것 같아.,2
15796,먼저 친구들에게 다가가면 어떤 점이 좋을까요?,친구들도 나에게 더 많은 관심을 가져 줄거야.,2
15797,혼자 산책을 하고 나면 어떤 기분이 들까요?,마음이 좀 후련해지고 생각도 정리될 것 같아.,2
15798,어떤 식으로 더 잘하실 생각이세요?,내가 정한 진로를 위해서 정말 열심히 노력할 거야.,2
15799,빚을 다 갚았으니 앞으로는 원하는 걸 하실 수 있겠어요. 무엇이 가장 하고 싶으신가요?,글쎄 우선은 가족들과 소고기를 먹으러 가고 그다음에는 집을 사기 위해 돈을 모으려고 해.,2
15800,팀장님의 칭찬이 좋은 점은 무엇인가요?,내가 무슨 일을 해도 자신감을 가질 수 있게 되었어.,2
15801,어떤 식으로 한결같이 대하는 것이 좋을까요?,처음 만났을 때처럼 친구 이야기를 잘 들어줄 거야.,2
15802,아내와 대화를 하면 어떤 점이 좋을까요?,내 마음도 이야기하고 위로도 받을 수 있을거야.,2
15803,어떤 이유로 반복적인 생활 패턴을 가지려고 하시나요?,반복적인 생활 패턴을 가져야 내 생활을 전체적으로 통제하기가 쉽거든.,2
15804,그럼 지금의 기분을 유지하려면 뭘 하면 좋을까요?,진로에 대해서 더 열심히 준비해야지.,2
15805,어떤 점에서 강아지를 분양받아야겠다고 생각하시나요?,강아지라면 내 외로움을 채워줄 수 있을 거 같아. 매일 산책도 같이 할 수 있으니까.,2
15806,친구들과 술자리를 가지려 하는군요. 술자리를 가지면 좋은 점이 무엇인가요?,친구들과 함께 취하면 고민거리를 맘 놓고 털어놓을 수 있어.,2
15807,특별한 음식을 준비해서 무엇을 기대하시나요?,다들 이걸 먹고 힘냈으면 좋겠어.,2
15808,어떤 이유로 친구와 함께 공부하려고 하시나요?,모르는 걸 서로 공유할 수 있어서 좋아.,2
15809,내 마음을 표현하고 싶으시군요. 이 마음을 표현하기 위해 어떤 것을 할 수 있을까요?,가족들을 다 불러서 식사라도 한 번 하며 이 마음을 표현해 볼래.,2
15810,마음을 고쳐먹으려고 하시는군요. 그렇게 생각하는 것의 장점은 무엇인가요?,이미 벌어진 일이니까 잘 대처하고 받아들일 수 있게 해 주는 것 같네.,2
15811,어떻게 하면 자신감을 유지할 수 있을까요?,테니스 모임을 꾸준히 나가서 대인 관계를 위해 노력해야겠어.,2
15812,식사 대접을 하려 하시는군요. 마음을 전달할 좋은 방법이 또 있을까요?,이번에 그 친구 아들이 장가가는데 축의금을 거하게 한 턱 내려고.,2
15813,한식을 준비하고 있군요. 내가 잘하는 걸 준비했을 때 가장 좋은 점은 무엇인가요?,많이 해봤으니까 편하게 할 수 있고 맛도 좋아.,2
15814,이를 통해 학교생활이 어떻게 변화하기를 기대하시나요?,더 이상 친구들 숙제를 떠맡지 않고 내 공부를 하면서 학교를 편안하게 다니고 싶어.,2
15815,어떻게 여가를 보내는 것이 좋을까요?,먹고 싶은 것 다 먹으며 여가를 즐기고 인생을 편하게 살거야.,2
15816,줌바 댄스의 가장 좋은 점은 무엇인가요?,체력 늘려주는 것도 좋고. 신나게 할 수 있어서 더 좋아.,2
15817,어떤 걸 가장 하고 싶으세요?,해외 여행을 가고 싶어. 젊은 날에 한 번도 못 가봤거든.,2
15818,좋은 친구를 둔 것의 가장 큰 장점은 무엇인가요?,서로 스트레스가 풀리고 많은 의지가 돼.,2
15819,스스로를 믿고 꾸준히 잘 했을 때 그려지는 최선의 모습은 어떤 것인가요?,프로젝트를 무사히 마치고 승진까지 했으면 해.,2
15820,그렇군요. 가족들에게 고민 상담을 받으니 어떤 점이 가장 좋으신가요?,가족들은 항상 내 편이고 내 탓을 하지 않으니 맘이 편해.,2
15821,월세를 받지 않기로 한 이유는 무엇인가요?,코로나 이후로 힘들어하는 소상공인들을 배려하기 위해서지.,2
15822,대리님께 질문을 하면 어떤 점이 좋을까요?,일을 더 빨리 배울 수 있을 거야.,2
15823,더 좋은 모습을 보여주려고 하시는군요. 그러려면 어떻게 해야 할까요?,출근도 조금 미리하고 회의도 잘 준비해서 프로페셔널한 모습을 보이고 싶어.,2
15824,친구들에게 먼저 말을 걸었을 때 그려지는 최선의 상황은 어떤 것인가요?,친구들이 반갑게 대해줘서 점차 친해질 수 있을 것 같아.,2
15825,자식들과 대화를 해서 어떤 변화가 있기를 기대하시나요?,자식들이 경제 관념을 가지고 돈을 아껴 쓰게 될거야.,2
15826,옆집 노인분 곁을 지키려 하는군요. 이것을 통해 어떤 점이 달라지길 원하시나요?,옆집 노인이 얼른 나았으면 해.,2
15827,맛있는 커피 한 잔은 기분을 좋게 해 주지요. 또 어떤 일을 통해 기분을 좋게 만들 수 있을까요?,퇴근 후에는 회사 생각은 일절 하지 않을래.,2
15828,이 상황이 어떻게 달라지기를 바라시나요?,자식들이 내 마음을 알고 더 이상 내게 급하게 아이를 맡기지 않을 거야.,2
15829,남편과 이야기를 나누면 어떤 점이 달라질까요?,내가 몰랐던 부분도 자세히 알 수 있을거야.,2
15830,당당한 학교 생활을 위해서 먼저 무엇이 하고 싶으세요?,함께 다닐 친구를 많이 만들고 싶어.,2
15831,따님과 얘기를 나누려고 하시는군요. 그렇게 하면 어떤 변화가 생길 거라고 생각하시나요?,나도 내 생각을 얘기하고 딸도 어떻게 생각하는지 들어볼 수 있으니 마음이 편해질 것 같아.,2
15832,지금의 상황이 어떻게 바뀌기를 기대하시나요?,나의 장점을 발견하고 자존감을 높일 수 있을 것 같아.,2
15833,부전공 교수님께 찾아가는 이유는 무엇인가요?,그 교수님은 날 잘 아시니까 추천서를 써 주실 것 같아.,2
15834,차를 마시는 것의 가장 좋은 점은 무엇인가요?,캐머마일 향이 내 마음을 진정시켜 줘.,2
15835,취업 준비 교육을 받으면 어떤 점이 좋을까요?,더 다양한 일자리에 지원할 수 있을거야.,2
15836,친구를 위해 OO님이 할 수 있는 일이 무엇이 있을까요?,내 솔직한 마음을 전해야지.,2
15837,체력 소모가 적은 것도 하나의 이유이군요. 그중에서도 재택근무의 가장 좋은 점은 무엇인가요?,역시 체력 소모가 적은 것이 가장 장점인 것 같아.,2
15838,격려와 위로가 고팠다고 말하려고 하시는군요. 부모님께 격려를 받는다면 기분이 어떨까요?,감동 받고 안심이 될 것 같아.,2
15839,그녀의 집을 찾아가 보셨을 때 어떤 상황이 펼쳐지기를 바라시나요?,무슨 일이 없다는 것만 확인해도 마음이 놓일 것 같아.,2
15840,명품에 관한 남들의 시선을 신경쓰지 않기로 하셨군요. 이러한 마음가짐은 나에게 어떤 도움이 될까요?,한 번 사는 인생인데 남 의식하느라 위축될 필요 없는 것 같아.,2
15841,당당하게 노래 부르는 모습이 친구들에게 더 멋있어 보이는 이유가 뭘까요?,글쎄. 어차피 못 부를 거 부끄러워서 쭈뼛거리는 거보다 당당하게 부르는게 더 재밌을 것 같아.,2
15842,팀원들에게 솔직한 마음을 말하면 어떤 점이 좋을까요?,팀의 신뢰를 쌓고 앞으로 더 좋은 결과가 있을거야.,2
15843,어머니가 칭찬하신 것의 가장 좋은 점은 무엇인가요?,내 친구들이 좋은 아이라는 것을 엄마가 알아줘서 기뻐,2
15844,어떤 점에서 친구에게 물어봐서 병원을 옮기는 것이 필요하다고 생각하시나요?,그 친구가 예전에 이가 정말 안 좋았는데 다 나았다면서 치과 칭찬을 많이 했던 게 기억이 나서.,2
15845,음악을 들으면 가장 좋은 점은 무엇인가요?,잠시나마 따돌림당하는 상황에서 벗어난 것처럼 느껴져서 좋아.,2
15846,사용후기를 더 찾으면 어떤 점이 좋을까요?,진짜 다녀온 사람들의 후기는 믿을만할테니까. 내가 너무 안일했어.,2
15847,친구에게 도움을 줄 수 있는 다른 방법이나 조언이 있을까요?,내가 공부할 때 사용하던 책들과 강의가 있는데 친구에게 도움이 될 수 있게 정리해서 보내줘야겠어.,2
15848,친구들에게 공부법을 알려주면 어떤 점이 좋을까요?,다 같이 더 힘을 내서 함께 노력할 수 있을 거야.,2
15849,프로젝트에 더 적극적으로 개입하면 무엇이 달라질까요?,이전처럼 망치지 않고 완벽하게 프로젝트를 수행할 수 있을 거야.,2
15850,앞으로 어떤 점이 달라질거라 기대하세요?,반지도 반지지만 나와의 관계를 좀 더 소중히 여겨줬으면 좋겠어.,2
15851,같은 팀 사람들과 술을 마신다는 것은 나에게 어떤 의미가 있을까요?,비록 우승은 못했지만 같이 운동을 하면서 다져진 우정으로 같이 기분전환을 하는거지.,2
15852,술을 가지고 친구 집에 가실 생각이군요. 친구 집에 가서 어떤 것을 하실 계획이신가요?,기분 좋아질 때까지 술을 먹고 고맙다고 말해줄 거야.,2
15853,진심으로 사과하고 용서를 구하면 어떤 점이 좋을까요?,조금 부끄럽겠지만 진심어린 마음을 전할 수 있을거야.,2
15854,먹는 양을 늘리고 운동을 많이 하면 어떤 점이 좋은가요?,식단조절 때문에 스트레스는 받지 않으면서 건강하게 살을 뺄 수 있어.,2
15855,아들에게 부탁해서 어떤 결과를 얻기 바라시나요?,아들과 함께 꾸준히 운동을 다니고 싶어.,2
15856,어떤 점에서 해외여행이 필요하다고 보시나요?,거동이 불편하면 해외에 나가기 힘드니까 건강할 때 다녀오는 게 좋을 것 같아.,2
15857,남편과 같이 운동을 하면 어떤 점이 좋을까요?,함께 건강을 챙기고 더 많은 시간을 보낼 수 있을거야.,2
15858,격려의 말을 해주려 하시는군요. 다른 방법은 또 생각한 게 있으신가요?,맨입에 칭찬만 하긴 좀 그래서 딸 좋아하는 마카롱도 사가려고.,2
15859,어떤 것들을 준비하는 게 도움이 될까요?,추울 수 있으니까 옷가지를 좀 많이 챙겨야겠어.,2
15860,고기로 다시 요리를 선택하는 이유는 무엇일까요?,어머니가 고기를 많이 좋아하시거든. 분명 이번에는 어머니가 잘드실거라고 생각해.,2
15861,그럼 어떻게 하면 지금의 관계를 계속 유지할 수 있을까요?,내가 더 믿고 신뢰해야지. 나는 그분께 정말 인정받는 신입이 되고 싶어.,2
15862,연금을 드는 것이 노후 준비를 하는데 있어서 어떤 도움이 될까요?,저축 외에 연금을 들면 돈을 지금보다 절약해서 사용할 수 있을 것 같아.,2
15863,최선을 다할 생각이시군요. 내일 기대하고 있는 것이 있나요?,프로젝트 발표 삼 위 안에 들고 싶어.,2
15864,선생님을 통해 알아보려 하시는군요. 아들의 상황을 알게 되면 무엇을 할 수 있을까요?,그게 무엇이든 우리 아들 일이면 무슨 수를 써서라도 도와줄 거야.,2
15865,공부를 열심히 하는 모습을 보여 주면 어떤 장점이 있을까요?,나를 자랑스러워 하시고 기분 좋아하실 거야.,2
15866,무알코올 맥주나 칵테일을 마시면 어떤 점이 좋은가요?,알코올은 없지만 술을 마시는 기분은 낼 수 있을거야.,2
15867,우선 편안한 마음으로 업무에 임하려 하시는군요. 앞으로 회사에서 어떤 모습으로 일하기를 기대하나요?,유능하고 센스 있는 사람으로 인정받고 팀원들에게 도움이 되고 싶어.,2
15868,밝은 미소가 좋은 평가에 도움이 된 것 같으시군요. 앞으로 이 회사에 입사하게 되면 어떤 것이 가장 기대 되시나요?,이 회사 복지가 좋다고 들어서 그 부분이 기대가 돼.,2
15869,검정고시를 보기 위해 지금 내가 할 수 있는 것은 무엇일까요?,책부터 하나 사서 읽어볼까 해.,2
15870,실내 인테리어 기사로 일했던 친구에게 상담을 받으면 어떤 유익한 점이 있을까요?,십 년 이상 일했던 친구니까 전문가답게 척척 알아서 해줄 거야.,2
15871,그렇군요. 앞으로 박 씨에게 어떻게 대하실 생각이신가요?,우울증 때문에 힘들어서 그런 거니 이해하고 더 잘해주려고.,2
15872,이장하고 상의를 하셔서 어떤 상황이 펼쳐지기를 바라시나요?,규모 있고 질 좋은 바자회를 잘 준비할 수 있으면 좋겠어.,2
15873,스스로 찾아서 하는 공부가 더 좋은 이유는 뭘까요?,내가 알아서 하니 동기부여도 되고 효율도 좋은 것 같아.,2
